sys_temp,resp,server_time,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,X,Y,Z,cpu_temp,cpu_time
2024-08-25 23:30:04 temp=47.7'C,"*450281.0#20[0009],OK,#9A450281,067,2024-08-25 23:29:45,STS,DC=74,PC=15790,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.6,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F4>|",2024-08-25T23:30:05.545151Z,450281,2024-08-25T23:29:45Z,74,15790,0.2,3.5,11.5,2.4,25.6,0,0.8,0.06,-0.31,-0.81,47.7,2024-08-25T23:30:04Z
2024-08-25 23:45:03 temp=46.2'C,"*450281.0#20[0009],OK,#9A450281,068,2024-08-25 23:44:45,STS,DC=74,PC=15793,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F4>|",2024-08-25T23:45:05.154050Z,450281,2024-08-25T23:44:45Z,74,15793,0.2,3.5,11.5,2.4,25.5,0,0.8,0.06,-0.31,-0.81,46.2,2024-08-25T23:45:03Z
2024-08-26 00:00:03 temp=45.7'C,"*450281.0#20[0009],OK,#9A450281,069,2024-08-25 23:59:44,STS,DC=74,PC=15797,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#FD>|",2024-08-26T00:00:04.778839Z,450281,2024-08-25T23:59:44Z,74,15797,0.2,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,45.7,2024-08-26T00:00:03Z
2024-08-26 00:15:04 temp=44.8'C,"*450281.0#20[0009],OK,#9A|",2024-08-26T00:15:05.376613Z,450281,,,,,,,,,,,,,,44.8,2024-08-26T00:15:04Z
2024-08-26 00:30:03 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,071,2024-08-26 00:29:45,STS,DC=74,PC=15811,LV=0.0,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E1>|",2024-08-26T00:30:05.122909Z,450281,2024-08-26T00:29:45Z,74,15811,0,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,44.3,2024-08-26T00:30:03Z
2024-08-26 00:45:03 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,072,2024-08-26 00:44:44,STS,DC=74,PC=15822,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E2>|",2024-08-26T00:45:04.883564Z,450281,2024-08-26T00:44:44Z,74,15822,0.2,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,44.3,2024-08-26T00:45:03Z
2024-08-26 01:00:03 temp=42.8'C,"*450281.0#20[0009],OK,#9A450281,073,2024-08-26 00:59:44,STS,DC=74,PC=15824,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EB>|",2024-08-26T01:00:04.678192Z,450281,2024-08-26T00:59:44Z,74,15824,0.2,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,42.8,2024-08-26T01:00:03Z
2024-08-26 01:15:03 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,074,2024-08-26 01:14:45,STS,DC=74,PC=15828,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E9>|",2024-08-26T01:15:05.421263Z,450281,2024-08-26T01:14:45Z,74,15828,0.2,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,43.8,2024-08-26T01:15:03Z
2024-08-26 01:30:03 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,075,2024-08-26 01:29:45,STS,DC=74,PC=15833,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T01:30:05.209893Z,450281,2024-08-26T01:29:45Z,74,15833,0.2,3.5,11.5,2.3,25.5,0,0.8,0.06,-0.31,-0.81,43.3,2024-08-26T01:30:03Z
2024-08-26 01:45:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,076,2024-08-26 01:44:44,STS,DC=74,PC=15838,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-26T01:45:04.963629Z,450281,2024-08-26T01:44:44Z,74,15838,0.2,3.5,11.5,2.3,25.4,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T01:45:03Z
2024-08-26 02:00:03 temp=41.8'C,"*450281.0#20[0009],OK,#9A450281,077,2024-08-26 01:59:44,STS,DC=74,PC=15841,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EE>|",2024-08-26T02:00:04.681787Z,450281,2024-08-26T01:59:44Z,74,15841,0.2,3.5,11.5,2.3,25.4,0,0.8,0.06,-0.31,-0.81,41.8,2024-08-26T02:00:03Z
2024-08-26 02:15:03 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,078,2024-08-26 02:14:45,STS,DC=74,PC=15851,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E9>|",2024-08-26T02:15:05.418572Z,450281,2024-08-26T02:14:45Z,74,15851,0.2,3.5,11.5,2.3,25.4,0,0.8,0.06,-0.31,-0.81,43.8,2024-08-26T02:15:03Z
2024-08-26 02:30:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,079,2024-08-26 02:29:45,STS,DC=74,PC=15869,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F9>|",2024-08-26T02:30:05.297448Z,450281,2024-08-26T02:29:45Z,74,15869,0.2,3.5,11.5,2.3,25.4,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T02:30:03Z
2024-08-26 02:45:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,080,2024-08-26 02:44:44,STS,DC=74,PC=15879,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-26T02:45:05.099299Z,450281,2024-08-26T02:44:44Z,74,15879,0.2,3.5,11.5,2.3,25.3,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T02:45:03Z
2024-08-26 03:00:03 temp=42.8'C,"*450281.0#20[0009],OK,#9A450281,081,2024-08-26 02:59:44,STS,DC=74,PC=15886,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-26T03:00:04.815843Z,450281,2024-08-26T02:59:44Z,74,15886,0.2,3.5,11.5,2.3,25.3,0,0.8,0.06,-0.31,-0.81,42.8,2024-08-26T03:00:03Z
2024-08-26 03:15:04 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,082,2024-08-26 03:14:45,STS,DC=74,PC=15888,LV=0.0,BV=3.5,BU=11.5,I=2.3,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T03:15:05.504322Z,450281,2024-08-26T03:14:45Z,74,15888,0,3.5,11.5,2.3,25.3,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T03:15:04Z
2024-08-26 03:30:03 temp=41.8'C,"*450281.0#20[0009],OK,#9A450281,083,2024-08-26 03:29:45,STS,DC=74,PC=15894,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-26T03:30:05.112614Z,450281,2024-08-26T03:29:45Z,74,15894,0.2,3.5,11.5,2.3,25.3,0,0.8,0.06,-0.31,-0.81,41.8,2024-08-26T03:30:03Z
2024-08-26 03:45:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,084,2024-08-26 03:44:44,STS,DC=74,PC=15900,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E4>|",2024-08-26T03:45:04.820618Z,450281,2024-08-26T03:44:44Z,74,15900,0.2,3.5,11.5,2.4,25.3,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T03:45:03Z
2024-08-26 04:00:04 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,085,2024-08-26 03:59:45,STS,DC=74,PC=15907,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-26T04:00:05.566042Z,450281,2024-08-26T03:59:45Z,74,15907,0.2,3.5,11.5,2.3,25.3,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T04:00:04Z
2024-08-26 04:15:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,086,2024-08-26 04:14:45,STS,DC=74,PC=15909,LV=0.2,BV=3.5,BU=11.5,I=2.3,T=25.2,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T04:15:05.274369Z,450281,2024-08-26T04:14:45Z,74,15909,0.2,3.5,11.5,2.3,25.2,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T04:15:03Z
2024-08-26 04:30:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,087,2024-08-26 04:29:44,STS,DC=74,PC=15912,LV=0.0,BV=3.5,BU=11.5,I=2.3,T=25.1,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E9>|",2024-08-26T04:30:04.998688Z,450281,2024-08-26T04:29:44Z,74,15912,0,3.5,11.5,2.3,25.1,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T04:30:03Z
2024-08-26 04:45:03 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,088,2024-08-26 04:44:44,STS,DC=74,PC=15918,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=25.1,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EF>|",2024-08-26T04:45:04.682158Z,450281,2024-08-26T04:44:44Z,74,15918,0,3.5,11.6,2.4,25.1,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T04:45:03Z
2024-08-26 05:00:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,089,2024-08-26 04:59:45,STS,DC=74,PC=15931,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=25.0,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F0>|",2024-08-26T05:00:05.390779Z,450281,2024-08-26T04:59:45Z,74,15931,0,3.5,11.6,2.3,25,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T05:00:03Z
2024-08-26 05:15:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,090,2024-08-26 05:14:44,STS,DC=74,PC=15937,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=24.9,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-26T05:15:04.981165Z,450281,2024-08-26T05:14:44Z,74,15937,0,3.5,11.6,2.3,24.9,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T05:15:03Z
2024-08-26 05:30:03 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,091,2024-08-26 05:29:44,STS,DC=74,PC=15941,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EE>|",2024-08-26T05:30:04.709885Z,450281,2024-08-26T05:29:44Z,74,15941,0,3.5,11.6,2.3,24.8,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T05:30:03Z
2024-08-26 05:45:03 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,092,2024-08-26 05:44:45,STS,DC=74,PC=15946,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F3>|",2024-08-26T05:45:05.417011Z,450281,2024-08-26T05:44:45Z,74,15946,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T05:45:03Z
2024-08-26 06:00:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,093,2024-08-26 05:59:44,STS,DC=74,PC=15951,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F5>|",2024-08-26T06:00:05.011771Z,450281,2024-08-26T05:59:44Z,74,15951,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T06:00:03Z
2024-08-26 06:15:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,094,2024-08-26 06:14:44,STS,DC=74,PC=15953,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.7,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EF>|",2024-08-26T06:15:04.730469Z,450281,2024-08-26T06:14:44Z,74,15953,0,3.5,11.6,2.4,24.7,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T06:15:03Z
2024-08-26 06:30:04 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,095,2024-08-26 06:29:45,STS,DC=74,PC=15954,LV=0.2,BV=3.5,BU=11.6,I=2.4,T=24.7,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#FA>|",2024-08-26T06:30:05.469290Z,450281,2024-08-26T06:29:45Z,74,15954,0.2,3.5,11.6,2.4,24.7,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T06:30:04Z
2024-08-26 06:45:03 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,096,2024-08-26 06:44:44,STS,DC=74,PC=15955,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.6,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F5>|",2024-08-26T06:45:05.018195Z,450281,2024-08-26T06:44:44Z,74,15955,0,3.5,11.6,2.4,24.6,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T06:45:03Z
2024-08-26 07:00:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,097,2024-08-26 06:59:44,STS,DC=74,PC=15955,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#FB>|",2024-08-26T07:00:04.651217Z,450281,2024-08-26T06:59:44Z,74,15955,0,3.5,11.6,2.4,24.5,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T07:00:03Z
2024-08-26 07:15:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,098,2024-08-26 07:14:45,STS,DC=74,PC=15957,LV=0.0,BV=3.5,BU=11.6,I=2.5,T=24.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F8>|",2024-08-26T07:15:05.536158Z,450281,2024-08-26T07:14:45Z,74,15957,0,3.5,11.6,2.5,24.5,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T07:15:03Z
2024-08-26 07:30:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,099,2024-08-26 07:29:45,STS,DC=74,PC=15958,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.5,DU=0.0,RU=0.8,XYZ=0.06:-0.34:-0.81,#02>|",2024-08-26T07:30:05.365733Z,450281,2024-08-26T07:29:45Z,74,15958,0,3.5,11.6,2.4,24.5,0,0.8,0.06,-0.34,-0.81,41.3,2024-08-26T07:30:03Z
2024-08-26 07:45:03 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,100,2024-08-26 07:44:44,STS,DC=74,PC=15962,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-26T07:45:05.112245Z,450281,2024-08-26T07:44:44Z,74,15962,0,3.5,11.6,2.4,24.5,0,0.8,0.06,-0.31,-0.81,39.9,2024-08-26T07:45:03Z
2024-08-26 08:00:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,101,2024-08-26 07:59:44,STS,DC=74,PC=15978,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-26T08:00:04.852140Z,450281,2024-08-26T07:59:44Z,74,15978,0,3.5,11.6,2.4,24.4,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T08:00:03Z
2024-08-26 08:15:04 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,102,2024-08-26 08:14:45,STS,DC=74,PC=16020,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#D7>|",2024-08-26T08:15:05.484839Z,450281,2024-08-26T08:14:45Z,74,16020,0,3.5,11.6,2.4,24.4,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T08:15:04Z
2024-08-26 08:30:03 temp=40.9'C,"*450281.0#20[0009],OK,#9A450281,103,2024-08-26 08:29:44,STS,DC=74,PC=16074,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.4,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E6>|",2024-08-26T08:30:05.074610Z,450281,2024-08-26T08:29:44Z,74,16074,0,3.5,11.6,2.4,24.4,0,0.8,0.06,-0.31,-0.81,40.9,2024-08-26T08:30:03Z
2024-08-26 08:45:03 temp=39.4'C,"*450281.0#20[0009],OK,#9A450281,104,2024-08-26 08:44:44,STS,DC=74,PC=16139,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-26T08:45:04.701258Z,450281,2024-08-26T08:44:44Z,74,16139,0,3.5,11.6,2.4,24.3,0,0.8,0.06,-0.31,-0.81,39.4,2024-08-26T08:45:03Z
2024-08-26 09:00:04 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,105,2024-08-26 08:59:45,STS,DC=74,PC=16139,LV=0.0,BV=3.5,BU=11.6,I=2.5,T=24.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EE>|",2024-08-26T09:00:05.431079Z,450281,2024-08-26T08:59:45Z,74,16139,0,3.5,11.6,2.5,24.3,0,0.8,0.06,-0.31,-0.81,39.9,2024-08-26T09:00:04Z
2024-08-26 09:15:03 temp=39.4'C,"*450281.0#20[0009],OK,#9A450281,106,2024-08-26 09:14:44,STS,DC=74,PC=16177,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E7>|",2024-08-26T09:15:05.171616Z,450281,2024-08-26T09:14:44Z,74,16177,0,3.5,11.6,2.4,24.3,0,0.8,0.06,-0.31,-0.81,39.4,2024-08-26T09:15:03Z
2024-08-26 09:30:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,107,2024-08-26 09:29:44,STS,DC=74,PC=16178,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.2,DU=0.0,RU=0.8,XYZ=0.06:-0.34:-0.81,#F1>|",2024-08-26T09:30:04.903553Z,450281,2024-08-26T09:29:44Z,74,16178,0,3.5,11.6,2.4,24.2,0,0.8,0.06,-0.34,-0.81,40.4,2024-08-26T09:30:03Z
2024-08-26 09:45:03 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,108,2024-08-26 09:44:44,STS,DC=74,PC=16204,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.3,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E3>|",2024-08-26T09:45:04.614526Z,450281,2024-08-26T09:44:44Z,74,16204,0,3.5,11.6,2.4,24.3,0,0.8,0.06,-0.31,-0.81,39.9,2024-08-26T09:45:03Z
2024-08-26 10:00:03 temp=39.4'C,"*450281.0#20[0009],OK,#9A450281,109,2024-08-26 09:59:44,STS,DC=74,PC=16205,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.2,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EA>|",2024-08-26T10:00:05.350499Z,450281,2024-08-26T09:59:44Z,74,16205,0,3.5,11.6,2.4,24.2,0,0.8,0.06,-0.31,-0.81,39.4,2024-08-26T10:00:03Z
2024-08-26 10:15:03 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,110,2024-08-26 10:14:44,STS,DC=74,PC=16218,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#DB>|",2024-08-26T10:15:05.021075Z,450281,2024-08-26T10:14:44Z,74,16218,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,39.9,2024-08-26T10:15:03Z
2024-08-26 10:30:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,111,2024-08-26 10:29:44,STS,DC=74,PC=16223,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#DB>|",2024-08-26T10:30:04.694582Z,450281,2024-08-26T10:29:44Z,74,16223,0,3.5,11.6,2.4,24.5,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T10:30:03Z
2024-08-26 10:45:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,112,2024-08-26 10:44:44,STS,DC=74,PC=16239,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.6,DU=0.0,RU=0.8,XYZ=0.06:-0.34:-0.81,#E4>|",2024-08-26T10:45:05.492912Z,450281,2024-08-26T10:44:44Z,74,16239,0,3.5,11.6,2.4,24.6,0,0.8,0.06,-0.34,-0.81,40.4,2024-08-26T10:45:03Z
2024-08-26 11:00:03 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,113,2024-08-26 10:59:44,STS,DC=74,PC=16241,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E3>|",2024-08-26T11:00:05.352673Z,450281,2024-08-26T10:59:44Z,74,16241,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,38.9,2024-08-26T11:00:03Z
2024-08-26 11:15:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,114,2024-08-26 11:14:44,STS,DC=74,PC=16245,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=24.7,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#DE>|",2024-08-26T11:15:05.119825Z,450281,2024-08-26T11:14:44Z,74,16245,0,3.5,11.6,2.3,24.7,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T11:15:03Z
2024-08-26 11:30:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,115,2024-08-26 11:29:44,STS,DC=74,PC=16247,LV=0.2,BV=3.5,BU=11.6,I=2.5,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T11:30:04.771833Z,450281,2024-08-26T11:29:44Z,74,16247,0.2,3.5,11.6,2.5,24.8,0,0.8,0.06,-0.31,-0.81,40.4,2024-08-26T11:30:03Z
2024-08-26 11:45:04 temp=41.8'C,"*450281.0#20[0009],OK,#9A450281,116,2024-08-26 11:44:44,STS,DC=74,PC=16248,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E8>|",2024-08-26T11:45:05.499263Z,450281,2024-08-26T11:44:44Z,74,16248,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,41.8,2024-08-26T11:45:04Z
2024-08-26 12:00:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,117,2024-08-26 11:59:44,STS,DC=74,PC=16250,LV=0.2,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EA>|",2024-08-26T12:00:05.227829Z,450281,2024-08-26T11:59:44Z,74,16250,0.2,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T12:00:03Z
2024-08-26 12:15:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,118,2024-08-26 12:14:44,STS,DC=74,PC=16256,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E6>|",2024-08-26T12:15:04.983109Z,450281,2024-08-26T12:14:44Z,74,16256,0,3.5,11.6,2.3,24.8,0,0.8,0.06,-0.31,-0.81,41.3,2024-08-26T12:15:03Z
2024-08-26 12:30:03 temp=42.3'C,"*450281.0#20[0009],OK,#9A450281,119,2024-08-26 12:29:44,STS,DC=74,PC=16261,LV=0.2,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T12:30:04.716326Z,450281,2024-08-26T12:29:44Z,74,16261,0.2,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,42.3,2024-08-26T12:30:03Z
2024-08-26 12:45:04 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,120,2024-08-26 12:44:44,STS,DC=74,PC=16266,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E4>|",2024-08-26T12:45:05.430175Z,450281,2024-08-26T12:44:44Z,74,16266,0,3.5,11.6,2.4,24.8,0,0.8,0.06,-0.31,-0.81,43.8,2024-08-26T12:45:04Z
2024-08-26 13:00:03 temp=44.3'C,"*450281.0#20[0009],OK,#9A450281,121,2024-08-26 12:59:44,STS,DC=74,PC=16275,LV=0.0,BV=3.5,BU=11.6,I=2.5,T=24.9,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-26T13:00:05.265324Z,450281,2024-08-26T12:59:44Z,74,16275,0,3.5,11.6,2.5,24.9,0,0.8,0.06,-0.31,-0.81,44.3,2024-08-26T13:00:03Z
2024-08-26 13:15:03 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,122,2024-08-26 13:14:44,STS,DC=74,PC=16281,LV=0.0,BV=3.5,BU=11.6,I=2.4,T=24.9,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E2>|",2024-08-26T13:15:05.119745Z,450281,2024-08-26T13:14:44Z,74,16281,0,3.5,11.6,2.4,24.9,0,0.8,0.06,-0.31,-0.81,43.3,2024-08-26T13:15:03Z
2024-08-26 13:30:03 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,123,2024-08-26 13:29:44,STS,DC=74,PC=16294,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=24.9,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EC>|",2024-08-26T13:30:04.826133Z,450281,2024-08-26T13:29:44Z,74,16294,0,3.5,11.6,2.3,24.9,0,0.8,0.06,-0.31,-0.81,45.2,2024-08-26T13:30:03Z
2024-08-26 13:45:04 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,124,2024-08-26 13:44:44,STS,DC=74,PC=16311,LV=0.0,BV=3.5,BU=11.6,I=2.3,T=25.0,DU=0.0,RU=0.8,XYZ=0.06:-0.34:-0.81,#DB>|",2024-08-26T13:45:05.532917Z,450281,2024-08-26T13:44:44Z,74,16311,0,3.5,11.6,2.3,25,0,0.8,0.06,-0.34,-0.81,45.2,2024-08-26T13:45:04Z
