sys_temp,resp,server_time,receiver,receiver_time,DC,PC,LV,BV,BU,I,T,DU,RU,X,Y,Z,cpu_temp,cpu_time
2024-08-25 09:15:03 temp=37.9'C,"*450281.0#20[0009],OK,#9A450281,010,2024-08-25 09:14:45,STS,DC=74,PC=14975,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E3>|",2024-08-25T09:15:05.017823Z,450281,2024-08-25T09:14:45Z,74,14975,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,37.9,2024-08-25T09:15:03Z
2024-08-25 09:30:03 temp=37.0'C,"*450281.0#20[0009],OK,#9A450281,011,2024-08-25 09:29:45,STS,DC=74,PC=15013,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DA>|",2024-08-25T09:30:04.735523Z,450281,2024-08-25T09:29:45Z,74,15013,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,37,2024-08-25T09:30:03Z
2024-08-25 09:45:04 temp=37.9'C,"*450281.0#20[0009],OK,#9A450281,012,2024-08-25 09:44:46,STS,DC=74,PC=15025,LV=0.0,BV=3.5,BU=11.4,I=2.5,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DD>|",2024-08-25T09:45:05.455019Z,450281,2024-08-25T09:44:46Z,74,15025,0,3.5,11.4,2.5,24.4,0,0.7,0.06,-0.31,-0.81,37.9,2024-08-25T09:45:04Z
2024-08-25 10:00:03 temp=37.4'C,"*450281.0#20[0009],OK,#9A450281,013,2024-08-25 09:59:45,STS,DC=74,PC=15030,LV=0.0,BV=3.5,BU=11.4,I=2.5,T=24.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E0>|",2024-08-25T10:00:05.193832Z,450281,2024-08-25T09:59:45Z,74,15030,0,3.5,11.4,2.5,24.5,0,0.7,0.06,-0.31,-0.81,37.4,2024-08-25T10:00:03Z
2024-08-25 10:15:03 temp=36.5'C,"*450281.0#20[0009],OK,#9A450281,014,2024-08-25 10:14:45,STS,DC=74,PC=15041,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.3,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#CF>|",2024-08-25T10:15:04.897139Z,450281,2024-08-25T10:14:45Z,74,15041,0,3.5,11.4,2.4,24.3,0,0.7,0.06,-0.31,-0.81,36.5,2024-08-25T10:15:03Z
2024-08-25 10:30:03 temp=37.4'C,"*450281.0#20[0009],OK,#9A450281,015,2024-08-25 10:29:45,STS,DC=74,PC=15041,LV=0.0,BV=3.5,BU=11.4,I=2.5,T=24.3,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D7>|",2024-08-25T10:30:04.550225Z,450281,2024-08-25T10:29:45Z,74,15041,0,3.5,11.4,2.5,24.3,0,0.7,0.06,-0.31,-0.81,37.4,2024-08-25T10:30:03Z
2024-08-25 10:45:03 temp=38.4'C,"*450281.0#20[0009],OK,#9A450281,016,2024-08-25 10:44:46,STS,DC=74,PC=15043,LV=0.0,BV=3.5,BU=11.4,I=2.5,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D9>|",2024-08-25T10:45:05.152151Z,450281,2024-08-25T10:44:46Z,74,15043,0,3.5,11.4,2.5,24.4,0,0.7,0.06,-0.31,-0.81,38.4,2024-08-25T10:45:03Z
2024-08-25 11:00:03 temp=37.4'C,"*450281.0#20[0009],OK,#9A450281,017,2024-08-25 10:59:45,STS,DC=74,PC=15047,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E2>|",2024-08-25T11:00:04.764400Z,450281,2024-08-25T10:59:45Z,74,15047,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,37.4,2024-08-25T11:00:03Z
2024-08-25 11:15:04 temp=36.5'C,"*450281.0#20[0009],OK,#9A450281,018,2024-08-25 11:14:46,STS,DC=74,PC=15051,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D8>|",2024-08-25T11:15:05.477554Z,450281,2024-08-25T11:14:46Z,74,15051,0,3.5,11.4,2.4,24.5,0,0.7,0.06,-0.31,-0.81,36.5,2024-08-25T11:15:04Z
2024-08-25 11:30:03 temp=37.4'C,"*450281.0#20[0009],OK,#9A450281,019,2024-08-25 11:29:45,STS,DC=74,PC=15052,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DE>|",2024-08-25T11:30:05.180553Z,450281,2024-08-25T11:29:45Z,74,15052,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,37.4,2024-08-25T11:30:03Z
2024-08-25 11:45:03 temp=38.4'C,"*450281.0#20[0009],OK,#9A450281,020,2024-08-25 11:44:45,STS,DC=74,PC=15055,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D6>|",2024-08-25T11:45:04.906884Z,450281,2024-08-25T11:44:45Z,74,15055,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,38.4,2024-08-25T11:45:03Z
2024-08-25 12:00:03 temp=37.9'C,"*450281.0#20[0009],OK,#9A450281,021,2024-08-25 11:59:45,STS,DC=74,PC=15062,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DB>|",2024-08-25T12:00:04.819563Z,450281,2024-08-25T11:59:45Z,74,15062,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,37.9,2024-08-25T12:00:03Z
2024-08-25 12:15:04 temp=39.9'C,"*450281.0#20[0009],OK,#9A450281,022,2024-08-25 12:14:46,STS,DC=74,PC=15065,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D8>|",2024-08-25T12:15:05.549098Z,450281,2024-08-25T12:14:46Z,74,15065,0,3.5,11.4,2.4,24.4,0,0.7,0.06,-0.31,-0.81,39.9,2024-08-25T12:15:04Z
2024-08-25 12:30:03 temp=38.9'C,"*450281.0#20[0009],OK,#9A450281,023,2024-08-25 12:29:45,STS,DC=74,PC=15073,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DC>|",2024-08-25T12:30:05.306626Z,450281,2024-08-25T12:29:45Z,74,15073,0,3.5,11.4,2.3,24.4,0,0.7,0.06,-0.31,-0.81,38.9,2024-08-25T12:30:03Z
2024-08-25 12:45:03 temp=40.4'C,"*450281.0#20[0009],OK,#9A450281,024,2024-08-25 12:44:45,STS,DC=74,PC=15079,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E2>|",2024-08-25T12:45:04.956005Z,450281,2024-08-25T12:44:45Z,74,15079,0,3.5,11.4,2.4,24.5,0,0.7,0.06,-0.31,-0.81,40.4,2024-08-25T12:45:03Z
2024-08-25 13:00:03 temp=41.3'C,"*450281.0#20[0009],OK,#9A450281,025,2024-08-25 12:59:45,STS,DC=74,PC=15082,LV=0.2,BV=3.5,BU=11.4,I=2.4,T=24.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-25T13:00:04.660877Z,450281,2024-08-25T12:59:45Z,74,15082,0.2,3.5,11.4,2.4,24.5,0,0.7,0.06,-0.31,-0.81,41.3,2024-08-25T13:00:03Z
2024-08-25 13:15:03 temp=41.8'C,"*450281.0#20[0009],OK,#9A450281,026,2024-08-25 13:14:45,STS,DC=74,PC=15088,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E2>|",2024-08-25T13:15:05.344661Z,450281,2024-08-25T13:14:45Z,74,15088,0,3.5,11.4,2.3,24.6,0,0.7,0.06,-0.31,-0.81,41.8,2024-08-25T13:15:03Z
2024-08-25 13:30:03 temp=43.3'C,"*450281.0#20[0009],OK,#9A450281,027,2024-08-25 13:29:45,STS,DC=74,PC=15093,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=24.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E6>|",2024-08-25T13:30:05.106219Z,450281,2024-08-25T13:29:45Z,74,15093,0,3.5,11.4,2.4,24.6,0,0.7,0.06,-0.31,-0.81,43.3,2024-08-25T13:30:03Z
2024-08-25 13:45:03 temp=43.8'C,"*450281.0#20[0009],OK,#9A450281,028,2024-08-25 13:44:45,STS,DC=74,PC=15095,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E4>|",2024-08-25T13:45:04.849795Z,450281,2024-08-25T13:44:45Z,74,15095,0,3.5,11.4,2.3,24.5,0,0.7,0.06,-0.31,-0.81,43.8,2024-08-25T13:45:03Z
2024-08-25 14:00:04 temp=44.8'C,"*450281.0#20[0009],OK,#9A450281,029,2024-08-25 13:59:46,STS,DC=74,PC=15107,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E7>|",2024-08-25T14:00:05.527263Z,450281,2024-08-25T13:59:46Z,74,15107,0,3.5,11.4,2.3,24.6,0,0.7,0.06,-0.31,-0.81,44.8,2024-08-25T14:00:04Z
2024-08-25 14:15:03 temp=45.2'C,"*450281.0#20[0009],OK,#9A450281,030,2024-08-25 14:14:45,STS,DC=74,PC=15119,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.8,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DB>|",2024-08-25T14:15:05.314245Z,450281,2024-08-25T14:14:45Z,74,15119,0,3.5,11.4,2.3,24.8,0,0.7,0.06,-0.31,-0.81,45.2,2024-08-25T14:15:03Z
2024-08-25 14:30:03 temp=46.2'C,"*450281.0#20[0009],OK,#9A450281,031,2024-08-25 14:29:45,STS,DC=74,PC=15123,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=24.8,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DD>|",2024-08-25T14:30:05.067968Z,450281,2024-08-25T14:29:45Z,74,15123,0,3.5,11.4,2.3,24.8,0,0.7,0.06,-0.31,-0.81,46.2,2024-08-25T14:30:03Z
2024-08-25 14:45:03 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,032,2024-08-25 14:44:45,STS,DC=74,PC=15133,LV=0.2,BV=3.5,BU=11.4,I=2.4,T=24.8,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DF>|",2024-08-25T14:45:04.778200Z,450281,2024-08-25T14:44:45Z,74,15133,0.2,3.5,11.4,2.4,24.8,0,0.7,0.06,-0.31,-0.81,48.2,2024-08-25T14:45:03Z
2024-08-25 15:00:04 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,033,2024-08-25 14:59:46,STS,DC=74,PC=15135,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=25.0,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DF>|",2024-08-25T15:00:05.571911Z,450281,2024-08-25T14:59:46Z,74,15135,0,3.5,11.4,2.3,25,0,0.7,0.06,-0.31,-0.81,48.2,2024-08-25T15:00:04Z
2024-08-25 15:15:03 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,034,2024-08-25 15:14:45,STS,DC=74,PC=15142,LV=0.0,BV=3.5,BU=11.4,I=2.3,T=25.0,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#D5>|",2024-08-25T15:15:05.347882Z,450281,2024-08-25T15:14:45Z,74,15142,0,3.5,11.4,2.3,25,0,0.7,0.06,-0.31,-0.81,48.2,2024-08-25T15:15:03Z
2024-08-25 15:30:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,035,2024-08-25 15:29:45,STS,DC=74,PC=15144,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=25.2,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E1>|",2024-08-25T15:30:05.052468Z,450281,2024-08-25T15:29:45Z,74,15144,0,3.5,11.4,2.4,25.2,0,0.7,0.06,-0.31,-0.81,50.1,2024-08-25T15:30:03Z
2024-08-25 15:45:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,036,2024-08-25 15:44:45,STS,DC=74,PC=15150,LV=0.0,BV=3.5,BU=11.4,I=2.4,T=25.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#DF>|",2024-08-25T15:45:04.839357Z,450281,2024-08-25T15:44:45Z,74,15150,0,3.5,11.4,2.4,25.5,0,0.7,0.06,-0.31,-0.81,50.6,2024-08-25T15:45:03Z
2024-08-25 16:00:04 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,037,2024-08-25 15:59:46,STS,DC=74,PC=15155,LV=0.2,BV=3.5,BU=11.4,I=2.6,T=25.7,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-25T16:00:10.656903Z,450281,2024-08-25T15:59:46Z,74,15155,0.2,3.5,11.4,2.6,25.7,0,0.7,0.06,-0.31,-0.81,52.1,2024-08-25T16:00:04Z
2024-08-25 16:15:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,038,2024-08-25 16:14:45,STS,DC=74,PC=15160,LV=0.0,BV=3.5,BU=11.4,I=2.5,T=25.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E1>|",2024-08-25T16:15:05.387634Z,450281,2024-08-25T16:14:45Z,74,15160,0,3.5,11.4,2.5,25.5,0,0.7,0.06,-0.31,-0.81,52.1,2024-08-25T16:15:03Z
2024-08-25 16:30:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,039,2024-08-25 16:29:45,STS,DC=74,PC=15163,LV=0.2,BV=3.5,BU=11.4,I=2.4,T=25.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-25T16:30:05.215653Z,450281,2024-08-25T16:29:45Z,74,15163,0.2,3.5,11.4,2.4,25.6,0,0.7,0.06,-0.31,-0.81,51.1,2024-08-25T16:30:03Z
2024-08-25 16:45:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,040,2024-08-25 16:44:45,STS,DC=74,PC=15163,LV=0.2,BV=3.5,BU=11.4,I=2.6,T=25.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E4>|",2024-08-25T16:45:04.948606Z,450281,2024-08-25T16:44:45Z,74,15163,0.2,3.5,11.4,2.6,25.6,0,0.7,0.06,-0.31,-0.81,51.1,2024-08-25T16:45:03Z
2024-08-25 17:00:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,041,2024-08-25 16:59:45,STS,DC=74,PC=15164,LV=0.2,BV=3.5,BU=11.4,I=2.3,T=25.8,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#EB>|",2024-08-25T17:00:04.592189Z,450281,2024-08-25T16:59:45Z,74,15164,0.2,3.5,11.4,2.3,25.8,0,0.7,0.06,-0.31,-0.81,50.1,2024-08-25T17:00:03Z
2024-08-25 17:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,042,2024-08-25 17:14:45,STS,DC=74,PC=15165,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.9,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E8>|",2024-08-25T17:15:05.364474Z,450281,2024-08-25T17:14:45Z,74,15165,0.2,3.5,11.5,2.4,25.9,0,0.7,0.06,-0.31,-0.81,50.6,2024-08-25T17:15:03Z
2024-08-25 17:30:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,043,2024-08-25 17:29:45,STS,DC=74,PC=15165,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=26.0,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E7>|",2024-08-25T17:30:05.068482Z,450281,2024-08-25T17:29:45Z,74,15165,0.2,3.5,11.5,2.4,26,0,0.7,0.06,-0.31,-0.81,49.1,2024-08-25T17:30:03Z
2024-08-25 17:45:03 temp=50.1'C,"*450281.0#20[0009],OK,#9A450281,044,2024-08-25 17:44:45,STS,DC=74,PC=15166,LV=0.2,BV=3.5,BU=11.5,I=2.6,T=26.1,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E9>|",2024-08-25T17:45:04.759565Z,450281,2024-08-25T17:44:45Z,74,15166,0.2,3.5,11.5,2.6,26.1,0,0.7,0.06,-0.31,-0.81,50.1,2024-08-25T17:45:03Z
2024-08-25 18:00:03 temp=48.7'C,"*450281.0#20[0009],OK,#9A450281,045,2024-08-25 17:59:45,STS,DC=74,PC=15170,LV=0.2,BV=3.5,BU=11.5,I=2.5,T=26.2,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#EB>|",2024-08-25T18:00:05.542708Z,450281,2024-08-25T17:59:45Z,74,15170,0.2,3.5,11.5,2.5,26.2,0,0.7,0.06,-0.31,-0.81,48.7,2024-08-25T18:00:03Z
2024-08-25 18:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,046,2024-08-25 18:14:45,STS,DC=74,PC=15182,LV=0.0,BV=3.6,BU=11.5,I=2.4,T=26.3,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E6>|",2024-08-25T18:15:05.354478Z,450281,2024-08-25T18:14:45Z,74,15182,0,3.6,11.5,2.4,26.3,0,0.7,0.06,-0.31,-0.81,50.6,2024-08-25T18:15:03Z
2024-08-25 18:30:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,047,2024-08-25 18:29:45,STS,DC=74,PC=15183,LV=0.2,BV=3.6,BU=11.5,I=2.4,T=26.2,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#EF>|",2024-08-25T18:30:05.087079Z,450281,2024-08-25T18:29:45Z,74,15183,0.2,3.6,11.5,2.4,26.2,0,0.7,0.06,-0.31,-0.81,49.1,2024-08-25T18:30:03Z
2024-08-25 18:45:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,048,2024-08-25 18:44:45,STS,DC=74,PC=15195,LV=0.2,BV=3.5,BU=11.5,I=2.5,T=26.4,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-25T18:45:04.763163Z,450281,2024-08-25T18:44:45Z,74,15195,0.2,3.5,11.5,2.5,26.4,0,0.7,0.06,-0.31,-0.81,49.6,2024-08-25T18:45:03Z
2024-08-25 19:00:04 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,049,2024-08-25 18:59:45,STS,DC=74,PC=15204,LV=0.2,BV=3.6,BU=11.5,I=2.4,T=26.7,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#F3>|",2024-08-25T19:00:05.474536Z,450281,2024-08-25T18:59:45Z,74,15204,0.2,3.6,11.5,2.4,26.7,0,0.7,0.06,-0.31,-0.81,51.1,2024-08-25T19:00:04Z
2024-08-25 19:15:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,050,2024-08-25 19:14:45,STS,DC=74,PC=15212,LV=0.0,BV=3.6,BU=11.5,I=2.4,T=26.8,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E1>|",2024-08-25T19:15:05.360115Z,450281,2024-08-25T19:14:45Z,74,15212,0,3.6,11.5,2.4,26.8,0,0.7,0.06,-0.31,-0.81,50.6,2024-08-25T19:15:03Z
2024-08-25 19:30:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,051,2024-08-25 19:29:45,STS,DC=74,PC=15221,LV=0.2,BV=3.6,BU=11.5,I=2.3,T=27.3,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-25T19:30:05.094155Z,450281,2024-08-25T19:29:45Z,74,15221,0.2,3.6,11.5,2.3,27.3,0,0.7,0.06,-0.31,-0.81,50.6,2024-08-25T19:30:03Z
2024-08-25 19:45:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,052,2024-08-25 19:44:45,STS,DC=74,PC=15223,LV=0.2,BV=3.6,BU=11.5,I=2.4,T=26.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E7>|",2024-08-25T19:45:04.841616Z,450281,2024-08-25T19:44:45Z,74,15223,0.2,3.6,11.5,2.4,26.5,0,0.7,0.06,-0.31,-0.81,51.6,2024-08-25T19:45:03Z
2024-08-25 20:00:03 temp=52.5'C,"*450281.0#20[0009],OK,#9A450281,053,2024-08-25 19:59:44,STS,DC=74,PC=15235,LV=0.2,BV=3.6,BU=11.5,I=2.7,T=26.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#F4>|",2024-08-25T20:00:04.495666Z,450281,2024-08-25T19:59:44Z,74,15235,0.2,3.6,11.5,2.7,26.6,0,0.7,0.06,-0.31,-0.81,52.5,2024-08-25T20:00:03Z
2024-08-25 20:15:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,054,2024-08-25 20:14:45,STS,DC=74,PC=15265,LV=0.2,BV=3.6,BU=11.5,I=2.4,T=26.6,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-25T20:15:05.260066Z,450281,2024-08-25T20:14:45Z,74,15265,0.2,3.6,11.5,2.4,26.6,0,0.7,0.06,-0.31,-0.81,52.1,2024-08-25T20:15:03Z
2024-08-25 20:30:03 temp=53.0'C,"*450281.0#20[0009],OK,#9A450281,055,2024-08-25 20:29:45,STS,DC=74,PC=15284,LV=0.2,BV=3.6,BU=11.5,I=2.5,T=26.5,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#ED>|",2024-08-25T20:30:04.970400Z,450281,2024-08-25T20:29:45Z,74,15284,0.2,3.6,11.5,2.5,26.5,0,0.7,0.06,-0.31,-0.81,53,2024-08-25T20:30:03Z
2024-08-25 20:45:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,056,2024-08-25 20:44:44,STS,DC=74,PC=15416,LV=0.2,BV=3.6,BU=11.5,I=2.3,T=26.3,DU=0.0,RU=0.7,XYZ=0.06:-0.31:-0.81,#E3>|",2024-08-25T20:45:04.568209Z,450281,2024-08-25T20:44:44Z,74,15416,0.2,3.6,11.5,2.3,26.3,0,0.7,0.06,-0.31,-0.81,51.6,2024-08-25T20:45:03Z
2024-08-25 21:00:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,057,2024-08-25 20:59:45,STS,DC=74,PC=15480,LV=0.2,BV=3.6,BU=11.5,I=2.3,T=26.0,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EA>|",2024-08-25T21:00:05.175644Z,450281,2024-08-25T20:59:45Z,74,15480,0.2,3.6,11.5,2.3,26,0,0.8,0.06,-0.31,-0.81,52.1,2024-08-25T21:00:03Z
2024-08-25 21:15:03 temp=51.6'C,"*450281.0#20[0009],OK,#9A450281,058,2024-08-25 21:14:45,STS,DC=74,PC=15527,LV=0.0,BV=3.6,BU=11.5,I=2.4,T=26.1,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E5>|",2024-08-25T21:15:04.864182Z,450281,2024-08-25T21:14:45Z,74,15527,0,3.6,11.5,2.4,26.1,0,0.8,0.06,-0.31,-0.81,51.6,2024-08-25T21:15:03Z
2024-08-25 21:30:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,059,2024-08-25 21:29:44,STS,DC=74,PC=15538,LV=0.0,BV=3.6,BU=11.5,I=2.4,T=26.2,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#EE>|",2024-08-25T21:30:04.618766Z,450281,2024-08-25T21:29:44Z,74,15538,0,3.6,11.5,2.4,26.2,0,0.8,0.06,-0.31,-0.81,51.1,2024-08-25T21:30:03Z
2024-08-25 21:45:03 temp=51.1'C,"*450281.0#20[0009],OK,#9A450281,060,2024-08-25 21:44:45,STS,DC=74,PC=15580,LV=0.2,BV=3.6,BU=11.5,I=2.4,T=26.0,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E1>|",2024-08-25T21:45:05.384773Z,450281,2024-08-25T21:44:45Z,74,15580,0.2,3.6,11.5,2.4,26,0,0.8,0.06,-0.31,-0.81,51.1,2024-08-25T21:45:03Z
2024-08-25 22:00:03 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,061,2024-08-25 21:59:45,STS,DC=74,PC=15737,LV=0.2,BV=3.5,BU=11.5,I=2.6,T=25.8,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F4>|",2024-08-25T22:00:05.055339Z,450281,2024-08-25T21:59:45Z,74,15737,0.2,3.5,11.5,2.6,25.8,0,0.8,0.06,-0.31,-0.81,50.6,2024-08-25T22:00:03Z
2024-08-25 22:15:03 temp=52.1'C,"*450281.0#20[0009],OK,#9A450281,062,2024-08-25 22:14:44,STS,DC=74,PC=15780,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.7,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#E7>|",2024-08-25T22:15:04.726702Z,450281,2024-08-25T22:14:44Z,74,15780,0.2,3.5,11.5,2.4,25.7,0,0.8,0.06,-0.31,-0.81,52.1,2024-08-25T22:15:03Z
2024-08-25 22:30:04 temp=50.6'C,"*450281.0#20[0009],OK,#9A450281,063,2024-08-25 22:29:45,STS,DC=74,PC=15786,LV=0.2,BV=3.5,BU=11.5,I=2.4,T=25.7,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F5>|",2024-08-25T22:30:05.512586Z,450281,2024-08-25T22:29:45Z,74,15786,0.2,3.5,11.5,2.4,25.7,0,0.8,0.06,-0.31,-0.81,50.6,2024-08-25T22:30:04Z
2024-08-25 22:45:03 temp=49.1'C,"*450281.0#20[0009],OK,#9A450281,064,2024-08-25 22:44:45,STS,DC=74,PC=15787,LV=0.0,BV=3.5,BU=11.5,I=2.4,T=25.6,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F1>|",2024-08-25T22:45:05.252012Z,450281,2024-08-25T22:44:45Z,74,15787,0,3.5,11.5,2.4,25.6,0,0.8,0.06,-0.31,-0.81,49.1,2024-08-25T22:45:03Z
2024-08-25 23:00:03 temp=49.6'C,"*450281.0#20[0009],OK,#9A450281,065,2024-08-25 22:59:45,STS,DC=74,PC=15788,LV=0.0,BV=3.5,BU=11.5,I=2.4,T=25.6,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F9>|",2024-08-25T23:00:04.984759Z,450281,2024-08-25T22:59:45Z,74,15788,0,3.5,11.5,2.4,25.6,0,0.8,0.06,-0.31,-0.81,49.6,2024-08-25T23:00:03Z
2024-08-25 23:15:03 temp=48.2'C,"*450281.0#20[0009],OK,#9A450281,066,2024-08-25 23:14:44,STS,DC=74,PC=15789,LV=0.0,BV=3.5,BU=11.5,I=2.5,T=25.5,DU=0.0,RU=0.8,XYZ=0.06:-0.31:-0.81,#F2>|",2024-08-25T23:15:04.729785Z,450281,2024-08-25T23:14:44Z,74,15789,0,3.5,11.5,2.5,25.5,0,0.8,0.06,-0.31,-0.81,48.2,2024-08-25T23:15:03Z
